customerId,sum_orderid,sum_price,avg_review_score,avg_payment_installments,last_order_status,last_payment_type,cust_custom,avg_freight_value,sum_payment_value,last_product_category_name,avg_review_score,last_seller_state,last_customer_state,avg_product_height_cm,DaysLastOrder,churn
cdf383f13f96c61bd90f57506714664e,1,588,50,10,delivered,credit_card,21,1829,7709,construcao_ferramentas_construcao,50,MG,SP,200,119,TRUE
ced0da108c30beadd4b01f58b4ed3075,1,898,40,10,delivered,credit_card,9,1125,10105,artes_e_artesanato,40,SP,SP,90,119,TRUE
d042efa47e8e695602ac675d4ab9d43f,1,1870,50,20,delivered,credit_card,17,1375,20075,relogios_presentes,50,SP,SP,130,119,TRUE
d052fe86655dae0e952c1bacbbb99d7a,2,10698,50,10,delivered,boleto,25,1710,20409,moveis_decoracao,50,SP,SP,125,119,TRUE
d16fd7d8a67338aa38edea24bfab5403,1,9999,50,70,delivered,credit_card,42,4714,14713,perfumaria,50,RJ,MG,150,119,TRUE
d1825c7a0aeb7fdcd2978c9998e721cd,1,999,50,10,delivered,credit_card,18,0,999,relogios_presentes,50,SP,SP,110,119,TRUE
d1a791fed0df39cc2332cd18e43859ed,1,1499,30,10,delivered,credit_card,8,739,2238,informatica_acessorios,30,SP,SP,50,119,TRUE
d21fb1e8aee69c608f5c2fb5b6c28cad,2,11052,38,23,delivered,credit_card,24,1196,13010,bebidas,30,SP,SP,130,119,TRUE
d23948c2ec86af10321df57714173a88,1,999,40,20,delivered,credit_card,22,0,999,relogios_presentes,40,SP,PR,110,119,TRUE
d36404b1339bbf652263cd7743554493,1,6499,10,50,delivered,credit_card,21,2295,8794,beleza_saude,10,MA,DF,120,119,TRUE
d3857f98166ef23ca95d44cbe9b1828c,2,5788,50,33,delivered,voucher,23,3255,57632,telefonia,50,SP,GO,47,119,TRUE
d44eebcdb4d3d091f61bcb211b9129e3,1,2999,30,10,delivered,credit_card,21,1706,4705,telefonia,30,SP,BA,40,119,TRUE
d516e92250c1166f2171d730966a9caa,1,7299,50,20,delivered,credit_card,11,1186,8485,beleza_saude,50,MA,MA,110,119,TRUE
d5b0b41b463cc37fee0a750a76243750,1,1499,50,20,delivered,credit_card,29,2398,17388,informatica_acessorios,50,PE,ES,110,119,TRUE
d8512697dee9c887444a41d7a3125ff8,1,930,50,20,delivered,credit_card,25,1530,24718,papelaria,50,SP,RS,80,119,TRUE
d862d7974ad395a79599a22e7964f38a,1,499,50,30,delivered,credit_card,25,1932,6922,moveis_decoracao,50,SP,GO,170,119,TRUE
d9e3567091697477758aa2f316fdb960,1,899,10,20,delivered,credit_card,25,2736,11726,brinquedos,10,SP,BA,250,119,TRUE
d9e97e176fab9b275f9665eef6151a7b,2,13655,50,10,delivered,credit_card,31,1324,17662,beleza_saude,50,SP,MG,115,119,TRUE
da2197ca46dbaebec38382538105c8b7,1,13400,50,50,delivered,credit_card,30,3124,50324,instrumentos_musicais,50,RJ,PI,80,119,TRUE
dcdfef6e28d0a7435f0cc0fe0483283a,1,1450,50,50,delivered,credit_card,23,1889,16389,relogios_presentes,50,SP,RJ,110,119,TRUE
de230e43036dc218cf74e02e68ccb63e,1,1210,50,20,delivered,credit_card,18,157,1367,beleza_saude,50,PR,SP,120,119,TRUE
ded6fe3fd86ba79274deaf93fe3c4b20,1,6600,50,20,delivered,voucher,11,1007,34007,beleza_saude,50,SP,SP,40,119,TRUE
df88646c806efe1125c6ccdae6760587,1,4400,50,60,delivered,credit_card,10,254,4654,esporte_lazer,50,SP,SP,600,119,TRUE
dfaedec84cf126e85337adcc7eb36b36,1,499,10,20,delivered,credit_card,18,1706,6696,beleza_saude,10,RJ,RS,90,119,TRUE
e00a116db9bafed27efa96cb571aa7ec,1,8990,30,80,delivered,credit_card,28,2117,92017,relogios_presentes,30,SP,RS,160,119,TRUE
e0c138a2613d7822d9ddeff3909a9c5c,1,1990,50,60,delivered,credit_card,28,0,1990,relogios_presentes,50,SP,MG,130,119,TRUE
e0d866b11c99972acc96a5cfe243bff3,1,5900,50,80,delivered,credit_card,17,1657,60657,audio,50,SP,SP,140,119,TRUE
e177f3ef38e3b40f5c08c7a5a1cfb249,1,1890,50,10,delivered,boleto,25,1729,20629,automotivo,50,SP,GO,450,119,TRUE
e1db3cc0cfe678731c2a8da8495f1b6e,1,99,50,10,delivered,credit_card,11,739,1729,eletronicos,50,SP,SP,70,119,TRUE
e2280c6bf1114f6c19ce3ebb879a9010,1,1099,50,40,delivered,credit_card,28,3431,14421,utilidades_domesticas,50,PR,SP,50,119,TRUE
e2e44912bfe4003b3c202fd3c450a216,1,362,40,10,delivered,credit_card,21,1276,4896,consoles_games,40,SP,MG,120,119,TRUE
e2efa5605a52871729a185616aadc6e8,1,1050,40,20,delivered,credit_card,15,1496,11996,perfumaria,40,GO,GO,110,119,TRUE
e3b3b57caa0974d93ed5218dde2ff4b3,1,9900,40,20,delivered,credit_card,15,32146,131146,construcao_ferramentas_construcao,40,MG,SP,500,119,TRUE
e3c95cff4b8cca496061b369eaa006f7,2,10149,50,10,delivered,boleto,29,2278,26053,utilidades_domesticas,50,SP,SP,160,119,TRUE
e3d2d295a2d5d0f47f1c05352e4c260d,1,7999,30,10,delivered,credit_card,14,975,8974,beleza_saude,30,SP,SP,100,119,TRUE
e4e59f3fbae24f03deb40023d76a0c62,1,1989,10,10,delivered,credit_card,15,1706,3695,eletronicos,10,DF,SP,120,119,TRUE
e5a197b88d04fe99fe96b95f41a686f4,1,1649,50,20,delivered,credit_card,9,1225,17715,cama_mesa_banho,50,SP,SP,70,119,TRUE
e67246fbe2968bed4a44a0df5dbe3867,1,1000,10,20,delivered,credit_card,25,3135,13135,beleza_saude,10,SP,BA,420,119,TRUE
e6fe68d7c7867dac3659cb4a8e06880c,1,779,50,10,delivered,credit_card,8,1345,9135,cama_mesa_banho,50,SP,SP,110,119,TRUE
e9a4624ca1b19da17fe742fb7a33fb2a,1,829,50,10,delivered,credit_card,16,1543,9833,cama_mesa_banho,50,MG,MG,150,119,TRUE
e9aef7d89fa190dfc65ac148393de711,1,1390,50,40,delivered,credit_card,29,2355,16255,esporte_lazer,50,RS,SP,70,119,TRUE
ea09b32bf96ba057088e140c6bec60da,2,3689,50,30,delivered,credit_card,23,1977,40844,relogios_presentes,50,SP,SP,225,119,TRUE
eac7cc6c7552b09e087c4290bb7ae884,1,2999,40,40,delivered,credit_card,22,1823,4822,telefonia,40,SP,RJ,80,119,TRUE
eba0fcfd1d2b2f5291b0f2386ea62035,1,59999,50,10,delivered,credit_card,11,1482,61481,brinquedos,50,SP,SP,280,119,TRUE
ecb2bbf5c566fab74d5ab5f3cfd2ba19,2,688,35,10,delivered,credit_card,30,987,6253,moveis_decoracao,35,SP,SP,120,119,TRUE
ed23eb17b3833195c84eb2e4c069877f,1,350,50,20,delivered,credit_card,32,1904,5404,utilidades_domesticas,50,SP,CE,30,119,TRUE
ee568389580761e3d6965d5770ff2c00,1,8199,50,50,delivered,credit_card,25,2263,10462,utilidades_domesticas,50,SP,CE,300,119,TRUE
ef39b38c38d61372681d547ae537876e,1,1050,10,50,delivered,credit_card,21,1243,11743,relogios_presentes,10,RJ,PE,80,119,TRUE
ef6baab963aed837576218d1bc1db735,1,1290,50,50,delivered,credit_card,36,2698,15598,utilidades_domesticas,50,MG,RJ,610,119,TRUE
efd83b0793ba3de2948e93d34dbf7b34,1,1000,50,60,delivered,credit_card,17,2678,12678,beleza_saude,50,SP,PR,420,119,TRUE
f1c0232ce687019727128896ebb21f09,1,1480,50,30,delivered,credit_card,23,991,15791,cool_stuff,50,PR,SP,120,119,TRUE
f202370686e500da7fd98c9d8bed9a81,1,1290,40,20,delivered,credit_card,21,3444,16344,utilidades_domesticas,40,MG,SP,610,119,TRUE
f38ca851fd7b2f5f9f6b176687f18b59,1,349,50,10,delivered,credit_card,11,888,4378,cama_mesa_banho,50,SP,SP,100,119,TRUE
f3aa14594942821a50e8347e0899b046,1,420,40,10,delivered,credit_card,28,1276,5476,telefonia,40,SP,SC,90,119,TRUE
f3f5e4512e909ece8dd0e64eef84e895,1,998,50,10,delivered,credit_card,10,864,23416,beleza_saude,50,GO,GO,200,119,TRUE
f4211edf9653fc1ac4e95471e8478c12,1,7998,30,50,delivered,credit_card,25,1932,23724,cama_mesa_banho,30,SP,PR,200,119,TRUE
f442c71d123cbc47ef86cc8fdd240ec8,1,1390,50,20,delivered,credit_card,28,5147,19047,ferramentas_jardim,50,RS,MT,200,119,TRUE
f467463789bb3685e4b94e376de1f23c,1,1240,50,10,delivered,credit_card,21,1984,14384,fashion_bolsas_e_acessorios,50,MG,RJ,120,119,TRUE
f4bfa7d75a394df13adaa6b672dc0407,1,109999,50,80,delivered,credit_card,14,1546,111545,relogios_presentes,50,SP,SP,140,119,TRUE
f566ca9f0a7d96f2700d864c766fc148,1,779,,20,delivered,credit_card,22,592,24030,cama_mesa_banho,,SP,MG,45,119,TRUE
f6160b5a0288386a39be748d232bdcad,1,5145,30,10,delivered,credit_card,28,1824,6969,bebes,30,SC,PR,200,119,TRUE
f684ecd67dedb3312c81c32644af8e1e,1,17999,50,10,delivered,credit_card,10,902,18901,beleza_saude,50,SP,SP,160,119,TRUE
f685c0b25dd0e6e5cc7afe41536f34c7,1,2199,50,10,delivered,credit_card,18,1823,4022,livros_importados,50,SP,MG,20,119,TRUE
f734901a12fa542a4bfea19410031ec1,1,22969,40,50,delivered,credit_card,25,2419,25388,beleza_saude,40,SP,RJ,130,119,TRUE
f73ed0685b8f4388b07d4838f60b3571,1,1260,50,10,delivered,boleto,45,13339,25939,utilidades_domesticas,50,SP,AP,450,119,TRUE
f77360eb621a7fe494e5feaa79862075,1,3999,50,50,delivered,credit_card,22,1371,537,cama_mesa_banho,50,SP,SP,120,119,TRUE
fb6534d42a2fbd05aae76186fe8bec4f,1,6499,40,30,delivered,credit_card,23,3714,10213,beleza_saude,40,MA,BA,120,119,TRUE
fc056c9606abd89308c26448f8036ffd,1,5599,40,10,delivered,credit_card,11,787,6386,automotivo,40,SP,SP,60,119,TRUE
fc99edf80f878dcc87ff154a08cef437,1,1190,50,10,delivered,credit_card,29,2531,14431,informatica_acessorios,50,MG,RS,200,119,TRUE
00cd1ffd1a85ec2af3de73a3d341339d,1,490,50,10,delivered,credit_card,28,1932,6832,moveis_decoracao,50,SP,RS,280,118,TRUE
0125200158c999d5813b11be482a48da,1,699,30,10,delivered,boleto,22,2657,9647,esporte_lazer,30,SP,MG,200,118,TRUE
0205ecc1296100f97f4ae03e22643b8e,1,4100,40,30,delivered,credit_card,35,1883,42883,agro_industria_e_comercio,40,PR,RJ,300,118,TRUE
026369eca788b2b8574bdcd04b003d80,1,299,50,10,delivered,credit_card,22,1932,4922,utilidades_domesticas,50,SP,PR,190,118,TRUE
02b2ee0aa7ac4b3db5463ec3863ff8f7,1,189,50,10,delivered,credit_card,15,1523,3413,utilidades_domesticas,50,MG,SP,170,118,TRUE
02f0b9bfb586602fe903d94044170b14,1,1699,30,20,delivered,credit_card,22,4195,21185,bebes,30,SP,MG,100,118,TRUE
041cb18ac55ec7176dbaaed48ca669fb,1,1990,50,80,delivered,credit_card,21,4215,24115,cool_stuff,50,SC,SP,330,118,TRUE
04f466d6234a805ba36301c1d054b343,1,1730,20,10,delivered,credit_card,27,1849,41994,relogios_presentes,20,SP,SC,125,118,TRUE
0537b5ab20888f8cb3f5e2c1dec3841d,1,1398,10,10,shipped,boleto,21,1348,33352,beleza_saude,10,RJ,RJ,160,118,TRUE
0582b201db50b4a6a7e80e27f380de9c,1,5789,50,10,delivered,boleto,21,2299,8088,livros_tecnicos,50,SP,MG,30,118,TRUE
062b361a53c7484d20c411aa5b91b500,1,13199,50,20,delivered,credit_card,30,1182,14381,cool_stuff,50,SP,RJ,240,118,TRUE
0754be9928ac67162aba36894a7c5f22,1,9999,50,20,delivered,credit_card,15,1314,11313,brinquedos,50,SP,SP,160,118,TRUE
07d7f2c2413b3e21919b59237c8e3594,1,7499,50,10,delivered,voucher,20,1845,9344,cama_mesa_banho,50,SP,BA,300,118,TRUE
0807baeeeaa1309effbd9a9dee41ab17,2,3050,50,50,delivered,credit_card,9,798,42020,moveis_decoracao,50,SP,SP,325,118,TRUE
08de72db16c1e769367ec6e97e54460c,1,6944,45,10,delivered,credit_card,16,1523,9990,eletrodomesticos,45,SP,MG,80,118,TRUE
08e4c4ea02b967088505d28c741c496e,1,1699,40,10,delivered,boleto,30,2937,19927,bebes,40,SP,RS,100,118,TRUE
0b0c6c4b2a8dd9793de2a049cf67684e,1,930,50,20,delivered,credit_card,35,4709,14009,moveis_decoracao,50,SP,PA,50,118,TRUE
0b949d3ee12ac9f871346d814ff57080,1,178,40,10,delivered,boleto,14,771,6644,livros_interesse_geral,40,SP,SP,80,118,TRUE
0bd9702b6faa88ff1d9eb5e763cb84d5,1,5390,50,100,delivered,credit_card,24,467,5857,esporte_lazer,50,GO,MG,150,118,TRUE
0c061e779ae6c21a1c561eb2ebc5caf7,1,900,50,20,delivered,credit_card,20,1932,25728,utilidades_domesticas,50,SP,MG,60,118,TRUE
0c17f9ac28cbd7323f0f4043e9db5907,1,1180,10,10,delivered,credit_card,29,1048,12848,relogios_presentes,10,SP,RS,140,118,TRUE
0c755a283d5e37c2f0509c7964c4278d,1,9499,50,10,delivered,boleto,20,1854,11353,bebes,50,SP,MG,250,118,TRUE
0cbbf3f98b1a4228850f2a203ed634a3,1,5999,10,10,delivered,credit_card,17,1378,7377,pet_shop,10,SP,SP,250,118,TRUE
0d0e54b63022739efa62611df8a184e8,1,89999,30,10,delivered,credit_card,14,1406,91405,relogios_presentes,30,SP,SP,150,118,TRUE
0e12b8ed5583cac2bad654d283986b66,1,1185,50,60,delivered,credit_card,24,1639,13489,papelaria,50,SP,RJ,200,118,TRUE
0e3f7075209c31fb44c257041cd4f1f9,1,298,50,60,delivered,credit_card,20,1523,12052,utilidades_domesticas,50,SC,SP,120,118,TRUE
0e9d3c2d435592879fd8052fa58912ef,1,11999,10,10,delivered,boleto,9,1146,13145,casa_construcao,10,SP,SP,310,118,TRUE
0f57fa2ba5be868bc5357026f0ec17f2,1,318,50,10,delivered,boleto,13,739,9316,telefonia,50,SP,SP,100,118,TRUE
0f5ec6314004c573c14b76ba84825d87,1,1398,50,20,delivered,credit_card,15,0,2796,moveis_decoracao,50,SP,PR,100,118,TRUE
105e4e021d64daefffa74f4630107f3d,1,1579,50,20,delivered,credit_card,30,1899,17689,beleza_saude,50,SP,PR,210,118,TRUE
121037d818f2d8cc570a32546c7801fe,1,1990,40,40,delivered,credit_card,24,0,1990,relogios_presentes,40,SP,ES,130,118,TRUE
1236499cbe289553011ac3dcbb3930e9,1,599,50,10,delivered,credit_card,20,2335,8325,brinquedos,50,RS,RJ,300,118,TRUE
136ed7db28a03a52ecef839710a9bedd,1,990,50,10,delivered,boleto,34,3847,13747,climatizacao,50,MG,RS,100,118,TRUE
138ff1f6d99b817b8af590d49696da7a,1,290,50,10,delivered,credit_card,37,1523,4423,relogios_presentes,50,SP,RJ,20,118,TRUE
1450a7cb6ba0bc92100a9a4a8a2f38e7,1,,10,80,canceled,credit_card,8,,8716,,10,,SP,,118,TRUE
15b2054b3d57a634b130aa3929cccca9,1,2990,50,70,delivered,credit_card,7,370,3360,utilidades_domesticas,50,SP,SP,160,118,TRUE
15d424086a0e39958d557a39b0638431,1,10290,50,10,delivered,boleto,9,739,23536,esporte_lazer,50,SP,SP,160,118,TRUE
1734eaee5f45a8f811841efba80b1a6e,1,17592,40,50,delivered,credit_card,14,959,18551,utilidades_domesticas,40,SP,SP,90,118,TRUE
1843cceebcc1e391249a2714facc8ba3,1,799,50,10,delivered,credit_card,21,1953,9943,utilidades_domesticas,50,SP,DF,120,118,TRUE
196121e10fe69495f9e26dc5e8debaa5,1,430,40,20,delivered,credit_card,17,1279,5579,cama_mesa_banho,40,SP,SP,30,118,TRUE
1a25b58acebfee7a9c53271448785529,1,699,40,60,delivered,credit_card,28,0,699,moveis_decoracao,40,SP,RN,100,118,TRUE
1ab743a11d1bf7d2cec4e91697f076f9,1,1170,50,100,delivered,credit_card,14,739,41751,relogios_presentes,50,SP,SP,20,118,TRUE
1abfa8521f9082c8472f8e180de00276,1,799,40,30,delivered,credit_card,31,1368,9358,informatica_acessorios,40,PR,SP,100,118,TRUE
1ae27253a2f4e1a9584803148d78da8c,1,2999,30,10,delivered,credit_card,20,1823,4822,telefonia,30,SP,MG,30,118,TRUE
1b121d5728b93b227e8e267f77302f06,1,11599,40,50,delivered,credit_card,17,1869,13468,bebes,40,SP,ES,200,118,TRUE
1c75b543c8334364d9486bebaf41e29b,1,6499,50,30,delivered,credit_card,14,882,7381,beleza_saude,50,MA,MA,120,118,TRUE
1c8cabeb197637a735759ca135fcc0af,1,19999,50,50,delivered,credit_card,27,2179,22178,moveis_decoracao,50,PR,SP,230,118,TRUE
1de4754c0350d4ce451471cbe8655422,1,1644,50,10,delivered,boleto,21,1932,3576,construcao_ferramentas_jardim,50,SP,MG,160,118,TRUE
1e15fe81c685c1580edae27baee70608,1,7600,40,100,delivered,credit_card,22,11574,87574,beleza_saude,40,SP,SP,750,118,TRUE
1f7d9afd77ceacfa0b5b461a50818806,1,999,40,30,delivered,credit_card,35,0,999,relogios_presentes,40,SP,RJ,110,118,TRUE
211e4234ffca5cec9b0ab183a1009256,1,10999,40,100,delivered,credit_card,15,1485,12484,brinquedos,40,MG,MG,60,118,TRUE
21bd40b1164480a48e9292ad0b56a78a,1,2299,50,10,delivered,boleto,10,739,3038,telefonia,50,SP,SP,40,118,TRUE
22589a82b4b97ade4a8804542153a39d,1,7499,40,10,delivered,credit_card,10,739,8238,brinquedos,40,SP,SP,70,118,TRUE
231d36f5c4b238c26f449ffd98c79180,2,92398,50,25,delivered,voucher,26,5577,152926,moveis_escritorio,50,SP,SC,210,118,TRUE
232108769b54310413984f29c3c8011a,1,9999,20,10,delivered,boleto,9,1203,11202,artes,20,SP,SP,60,118,TRUE
233bced31686284a380870eb2761109f,1,14590,40,10,delivered,boleto,15,1742,36148,utilidades_domesticas,40,SP,SP,220,118,TRUE
24f140d9d628631e8a46d32e4a4d32b6,1,2999,50,10,delivered,boleto,10,739,3738,telefonia,50,SP,SP,60,118,TRUE
259c7722126a66185f7c54abd5a2df56,1,16125,50,50,delivered,credit_card,15,1357,17482,construcao_ferramentas_seguranca,50,SP,SP,190,118,TRUE
25c5deca14082ccabc3abfdfcc072b6a,1,950,20,20,delivered,credit_card,17,1855,11355,beleza_saude,20,SP,RJ,30,118,TRUE
26728fb51596755c923c21f756fcd11c,1,1890,50,40,delivered,credit_card,16,1376,20276,beleza_saude,50,SP,SP,120,118,TRUE
2994bf500644967c02e013523bd02a62,1,11032,40,10,delivered,boleto,16,1865,12897,beleza_saude,40,SP,RJ,30,118,TRUE
2a8c17d9d83c5064b3e8b4ac51c2d4cc,1,980,50,20,delivered,credit_card,30,224,1204,telefonia,50,SP,BA,170,118,TRUE
2bace073165bdc6166c6932ea26bdf14,1,189,,10,delivered,boleto,27,3704,5594,eletronicos,,PR,ES,110,118,TRUE
2cf95f282a68ddf2078850c0d1e2090c,1,550,50,10,delivered,boleto,9,1115,6615,instrumentos_musicais,50,SP,SP,200,118,TRUE
2d837b788425035e699238cfebff0166,1,1450,50,20,delivered,credit_card,20,1345,15845,relogios_presentes,50,SP,SP,110,118,TRUE
2ea2841bd5d3fa17fe047347ae252df1,1,15999,50,10,delivered,boleto,27,160,17599,automotivo,50,SP,RS,100,118,TRUE
2ecfe824ba25ed1bfb28c90d450db8fe,1,979,50,50,delivered,credit_card,36,1857,11647,beleza_saude,50,SP,RJ,30,118,TRUE
2f8c76bb3a49e13564488b54143d9817,1,1000,30,30,delivered,credit_card,24,3135,13135,beleza_saude,30,SP,BA,420,118,TRUE
2fd07dc5dbae616986e00fb72e7a779b,2,1838,45,10,delivered,boleto,18,947,20274,bebes,45,SP,SP,135,118,TRUE
2ff881fd08323303966e4e983a6607ab,1,16999,50,10,delivered,credit_card,22,1907,18906,construcao_ferramentas_iluminacao,50,SP,MG,190,118,TRUE
302fa928cdbffbdee2312f4d92de1974,1,920,50,10,delivered,boleto,15,4431,13631,malas_acessorios,50,RJ,RJ,400,118,TRUE
30edd298b05fb05179c781be4688a4ef,1,999,50,10,delivered,credit_card,22,2414,12404,moveis_decoracao,50,PR,MS,100,118,TRUE
30ee451beee0f5463a987c36584df9ce,1,1350,50,30,delivered,credit_card,27,2353,15853,moveis_decoracao,50,SP,SC,350,118,TRUE
31dcb1b92cf754e8f46bfa847cd43cae,1,489,50,10,delivered,credit_card,7,882,5772,utilidades_domesticas,50,SP,SP,80,118,TRUE
32fd2eb152c94d2db5fdbbb78d6e0c50,1,1990,40,20,delivered,credit_card,24,0,1990,relogios_presentes,40,SP,ES,130,118,TRUE
334fed5abcee3aa96c13f1432703e1fd,1,799,50,90,delivered,credit_card,17,127,926,moveis_decoracao,50,PR,SP,100,118,TRUE
33731326daf5542c4488f6d211f35f21,1,309,50,10,delivered,voucher,8,739,3829,esporte_lazer,50,SP,SP,50,118,TRUE
3489a2afde268cc8e832c33bbd7261d5,1,8999,40,10,delivered,boleto,21,1851,1085,esporte_lazer,40,SP,RJ,110,118,TRUE
35a63c8e6fe045b526252475c1b0d128,1,3499,30,10,delivered,credit_card,16,1823,5322,informatica_acessorios,30,SP,MG,50,118,TRUE
374c118557e479071f9f34705b3a96c1,1,6499,30,40,delivered,credit_card,28,1561,806,beleza_saude,30,MA,ES,120,118,TRUE
3769731a0b3181e7ad10af9a4521f3ec,1,550,50,10,delivered,credit_card,34,1527,7027,automotivo,50,SP,RS,70,118,TRUE
3771603dd4c501660a60a33415653aa0,1,2399,10,10,delivered,credit_card,17,1348,25338,pet_shop,10,SP,MG,170,118,TRUE
38a4edb49c1c376a9bf78db1e6f031fe,1,2780,50,30,delivered,credit_card,17,1439,29239,relogios_presentes,50,SP,SP,130,118,TRUE
