customerId,orderQuantity,areaName,OrderDinner,OrderLunch,dessertQuantity,discountQuantity,drinkQuantity,plateQuantity,noplateQuantity,totalValue,totalValueAVG,discountTotal,discountTotalAVG,email_ok,language,sms_ok,plan,promocode,gender,reviews,FirstOrder,DaysLastOrder,churn
5009,12,Benfica,FALSE,TRUE,0,0,0,12,0,74,6,13,1,FALSE,pt,FALSE,FALSE,FALSE,M,1,FALSE,17,FALSE
5005,9,Benfica,FALSE,TRUE,0,0,1,11,1,76,8,8,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,24,FALSE
4996,4,Benfica,FALSE,TRUE,0,0,0,4,0,27,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,5,FALSE,10,FALSE
4995,20,Hub 3,FALSE,TRUE,0,0,2,18,8,158,8,1,0,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,8,FALSE
4989,9,Benfica,FALSE,TRUE,0,0,0,12,0,79,9,11,1,TRUE,pt,FALSE,FALSE,FALSE,M,,FALSE,7,FALSE
4985,21,Hub 3,TRUE,TRUE,0,0,0,33,26,339,16,1,0,FALSE,pt,FALSE,FALSE,FALSE,M,4,FALSE,2,FALSE
4984,2,Benfica,FALSE,TRUE,0,0,0,2,0,7,4,7,4,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,10,FALSE
4965,3,Hub 3,FALSE,TRUE,0,0,0,3,0,22,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4960,1,Benfica,FALSE,TRUE,0,0,0,1,0,6,6,1,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,11,FALSE
4954,13,Hub 3,FALSE,TRUE,0,0,0,17,1,119,9,13,1,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,22,FALSE
4949,6,Benfica,FALSE,TRUE,0,0,0,8,2,61,10,8,1,FALSE,pt,FALSE,FALSE,FALSE,M,5,FALSE,1,FALSE
4940,12,Hub 3,TRUE,TRUE,0,0,0,21,1,152,13,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4938,5,Benfica,FALSE,TRUE,0,0,0,5,2,41,8,4,1,FALSE,pt,FALSE,FALSE,FALSE,M,5,FALSE,3,FALSE
4935,17,Benfica,FALSE,TRUE,0,0,3,17,6,119,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,4,FALSE
4929,23,Hub 3,FALSE,TRUE,0,0,0,23,0,138,6,15,1,FALSE,en,FALSE,FALSE,FALSE,M,4,FALSE,0,FALSE
4927,9,Benfica,FALSE,TRUE,0,0,0,9,0,51,6,13,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,21,FALSE
4926,2,Hub 3,FALSE,TRUE,0,0,0,2,1,18,9,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,28,FALSE
4918,19,Hub 3,FALSE,TRUE,0,22,0,22,2,110,6,66,3,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,1,FALSE
4903,12,Benfica,FALSE,TRUE,0,0,0,15,1,95,8,15,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,28,FALSE
4901,24,Hub 3,FALSE,TRUE,0,0,0,26,1,169,7,16,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4899,37,Benfica,FALSE,TRUE,0,0,0,37,0,271,7,2,0,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4884,27,Benfica,FALSE,TRUE,0,0,0,28,1,191,7,91,3,TRUE,pt,TRUE,FALSE,FALSE,M,5,FALSE,7,FALSE
4879,11,Benfica,FALSE,TRUE,0,0,1,12,5,85,8,8,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,17,FALSE
4871,23,Benfica,FALSE,TRUE,0,0,0,23,0,165,7,4,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,10,FALSE
4863,33,Hub 3,TRUE,TRUE,2,0,0,39,3,253,8,41,1,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,7,FALSE
4854,10,Benfica,FALSE,TRUE,0,0,0,10,0,63,6,7,1,FALSE,pt,FALSE,FALSE,FALSE,M,5,FALSE,11,FALSE
4852,3,Benfica,FALSE,TRUE,0,0,0,6,1,47,16,1,0,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4849,6,Hub 3,FALSE,TRUE,0,5,0,6,0,35,6,11,2,FALSE,pt,FALSE,TRUE,FALSE,M,,FALSE,0,FALSE
4847,50,Hub 3,FALSE,TRUE,0,29,0,51,42,305,6,80,2,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,2,FALSE
4834,29,Hub 3,FALSE,TRUE,0,0,0,37,19,315,11,1,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,2,FALSE
4829,38,Hub 3,TRUE,FALSE,0,0,0,38,3,303,8,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4828,72,Benfica,FALSE,TRUE,0,128,0,128,0,950,13,950,13,FALSE,en,FALSE,FALSE,TRUE,M,,FALSE,1,FALSE
4814,28,Benfica,FALSE,TRUE,0,23,0,39,0,227,8,292,10,TRUE,pt,TRUE,TRUE,FALSE,M,5,FALSE,8,FALSE
4812,32,Benfica,FALSE,TRUE,0,0,0,32,0,241,8,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,2,FALSE,10,FALSE
4803,3,Benfica,FALSE,TRUE,0,0,0,3,0,24,8,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4802,19,Benfica,FALSE,TRUE,0,0,0,19,0,147,8,0,0,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,0,FALSE
4794,10,Hub 3,FALSE,TRUE,0,0,0,12,1,75,7,12,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,8,FALSE
4789,4,Hub 3,FALSE,TRUE,0,0,0,6,0,36,9,6,2,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4784,22,Benfica,FALSE,TRUE,0,0,0,22,2,163,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4777,10,Benfica,FALSE,TRUE,0,16,1,10,9,104,10,89,9,TRUE,pt,TRUE,FALSE,TRUE,M,,FALSE,16,FALSE
4770,25,Benfica,FALSE,TRUE,0,0,7,26,31,272,11,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4769,2,Hub 3,FALSE,TRUE,0,0,0,4,0,29,15,2,975,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,18,FALSE
4751,12,Benfica,FALSE,TRUE,0,0,0,14,0,106,9,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,4,FALSE,29,FALSE
4750,16,Benfica,FALSE,TRUE,0,0,0,16,2,111,7,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,17,FALSE
4748,58,Hub 3,FALSE,TRUE,0,0,0,58,0,361,6,403,7,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4742,110,Hub 3,TRUE,TRUE,0,0,0,110,0,0,0,826,8,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,0,FALSE
4730,15,Hub 3,FALSE,TRUE,0,0,0,15,0,109,7,0,0,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,15,FALSE
4724,69,Hub 3,FALSE,TRUE,0,69,0,69,0,578,8,578,8,FALSE,en,FALSE,FALSE,TRUE,M,,FALSE,0,FALSE
4719,7,Benfica,FALSE,TRUE,0,0,0,7,0,51,7,5,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,24,FALSE
4702,4,Hub 3,TRUE,TRUE,0,7,0,7,0,40,10,12,3,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,21,FALSE
4696,2,Benfica,FALSE,TRUE,0,0,0,2,1,14,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,16,FALSE
4692,1,Hub 3,FALSE,TRUE,0,0,0,1,0,6,6,1,1,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4691,18,Hub 3,FALSE,TRUE,0,0,0,18,2,117,7,17,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,3,FALSE
4686,22,Hub 3,TRUE,TRUE,0,21,1,27,1,165,8,35,2,FALSE,pt,FALSE,TRUE,FALSE,M,5,FALSE,0,FALSE
4685,106,Benfica,FALSE,TRUE,0,0,102,106,102,1.026,10,0,0,TRUE,en,TRUE,FALSE,FALSE,M,5,FALSE,0,FALSE
4680,39,Hub 3,FALSE,TRUE,0,0,0,41,3,280,7,25,1,TRUE,pt,TRUE,FALSE,FALSE,M,1,FALSE,3,FALSE
4669,25,Benfica,TRUE,TRUE,0,0,1,34,3,262,10,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,4,FALSE,0,FALSE
4667,104,Benfica,TRUE,TRUE,4,169,0,182,45,1.088,10,1.479,14,TRUE,en,FALSE,TRUE,FALSE,M,,FALSE,0,FALSE
4665,3,Benfica,FALSE,TRUE,0,0,0,3,0,21,7,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,0,FALSE
4655,11,Benfica,FALSE,TRUE,0,0,0,11,0,80,7,0,0,TRUE,pt,FALSE,FALSE,FALSE,M,5,FALSE,1,FALSE
4631,1,Benfica,FALSE,TRUE,0,0,0,1,0,0,0,8,8,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,23,FALSE
4628,12,Benfica,FALSE,TRUE,0,0,0,20,0,149,12,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,22,FALSE
4626,21,Hub 3,FALSE,TRUE,0,51,0,56,12,318,15,371,18,TRUE,pt,FALSE,TRUE,FALSE,M,5,FALSE,3,FALSE
4623,35,Benfica,TRUE,TRUE,0,32,0,35,3,213,6,53,2,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,24,FALSE
4620,78,Benfica,TRUE,TRUE,34,160,0,181,34,1.079,14,1.493,19,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,1,FALSE
4619,18,Benfica,FALSE,TRUE,0,18,0,18,3,135,8,67,4,TRUE,pt,TRUE,FALSE,TRUE,M,2,FALSE,15,FALSE
4615,22,Hub 3,TRUE,TRUE,1,0,0,27,12,228,10,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,4,FALSE,1,FALSE
4613,17,Benfica,TRUE,TRUE,0,14,0,49,0,334,20,22,1,TRUE,pt,TRUE,TRUE,FALSE,M,5,FALSE,2,FALSE
4611,1,Benfica,FALSE,TRUE,0,0,0,1,0,5,5,1,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4606,28,Hub 3,TRUE,TRUE,0,0,2,51,2,337,12,2,0,FALSE,pt,FALSE,FALSE,FALSE,M,1,FALSE,1,FALSE
4596,3,Benfica,FALSE,TRUE,0,0,0,3,0,23,8,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,17,FALSE
4595,9,Benfica,FALSE,TRUE,3,0,0,9,11,102,11,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4594,74,Benfica,FALSE,TRUE,0,52,0,76,2,474,6,96,1,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,0,FALSE
4592,6,Benfica,FALSE,TRUE,0,0,0,14,0,96,16,11,2,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,9,FALSE
4588,31,Hub 3,FALSE,TRUE,0,31,0,32,3,190,6,52,2,FALSE,pt,FALSE,TRUE,FALSE,M,,FALSE,2,FALSE
4582,12,Benfica,TRUE,TRUE,0,0,0,14,0,96,8,17,1,TRUE,en,TRUE,FALSE,FALSE,M,5,FALSE,16,FALSE
4576,20,Benfica,FALSE,TRUE,0,0,0,20,0,153,8,1,74,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4573,105,Hub 3,FALSE,TRUE,0,104,0,105,0,800,8,809,8,TRUE,en,TRUE,FALSE,TRUE,M,3,FALSE,2,FALSE
4532,6,Benfica,FALSE,TRUE,2,0,3,9,7,78,13,12,2,FALSE,pt,FALSE,FALSE,FALSE,M,4,FALSE,16,FALSE
4523,4,Benfica,TRUE,TRUE,0,0,0,8,2,70,18,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4513,11,Benfica,TRUE,TRUE,0,18,0,21,0,126,11,35,3,FALSE,pt,FALSE,TRUE,FALSE,M,4,FALSE,2,FALSE
4511,32,Benfica,TRUE,TRUE,0,40,2,53,12,361,11,66,2,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,17,FALSE
4496,2,Benfica,FALSE,TRUE,0,0,0,4,0,26,13,1,1,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,28,FALSE
4494,6,Benfica,FALSE,TRUE,0,0,0,6,0,40,7,8,1,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,0,FALSE
4493,16,Hub 3,FALSE,TRUE,0,0,0,28,12,244,15,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4490,9,Benfica,TRUE,TRUE,0,0,0,11,0,73,8,0,0,FALSE,pt,TRUE,FALSE,FALSE,M,,FALSE,0,FALSE
4480,56,Hub 3,FALSE,TRUE,0,56,0,57,29,384,7,434,8,FALSE,pt,FALSE,TRUE,FALSE,M,,FALSE,2,FALSE
4457,8,Benfica,TRUE,TRUE,0,14,0,16,4,106,13,32,4,TRUE,pt,TRUE,TRUE,FALSE,M,5,FALSE,29,FALSE
4444,1,Benfica,FALSE,TRUE,0,0,0,2,0,17,17,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,29,FALSE
4434,9,Benfica,FALSE,TRUE,1,0,0,10,1,63,7,11,1,TRUE,pt,TRUE,FALSE,FALSE,M,4,FALSE,2,FALSE
4431,61,Hub 3,TRUE,TRUE,0,0,3,61,3,430,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,5,FALSE,2,FALSE
4425,16,Hub 3,TRUE,TRUE,0,0,0,26,0,194,12,0,0,TRUE,pt,FALSE,FALSE,FALSE,M,4,FALSE,15,FALSE
4422,2,Hub 3,FALSE,TRUE,0,5,1,2,3,23,12,23,12,FALSE,pt,FALSE,FALSE,TRUE,M,,FALSE,3,FALSE
4421,1,Benfica,FALSE,TRUE,0,0,0,1,0,8,8,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,8,FALSE
4418,13,Benfica,FALSE,TRUE,0,0,1,14,3,97,7,13,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4416,7,Benfica,FALSE,TRUE,0,0,0,7,0,52,7,1,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4414,75,Hub 3,TRUE,TRUE,1,0,1,133,2,985,13,3,0,TRUE,en,TRUE,FALSE,FALSE,M,4,FALSE,0,FALSE
4406,37,Hub 3,TRUE,TRUE,3,46,2,60,22,408,11,88,2,FALSE,en,FALSE,TRUE,FALSE,M,5,FALSE,0,FALSE
4391,1,Benfica,FALSE,TRUE,0,0,1,1,2,12,12,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,10,FALSE
4389,85,Benfica,FALSE,TRUE,1,0,0,96,1,781,9,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,0,FALSE
4384,3,Benfica,FALSE,TRUE,0,0,0,3,0,21,7,1,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,24,FALSE
4378,17,Benfica,FALSE,TRUE,15,78,16,17,61,263,15,263,15,FALSE,en,FALSE,FALSE,TRUE,M,,FALSE,16,FALSE
4376,3,Benfica,FALSE,TRUE,0,0,0,3,0,23,8,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,5,FALSE,17,FALSE
4375,168,Hub 3,TRUE,TRUE,0,180,92,195,193,1.669,10,334,2,FALSE,pt,FALSE,TRUE,FALSE,M,,FALSE,2,FALSE
4374,30,Hub 3,FALSE,TRUE,0,0,0,30,0,214,7,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4369,1,Benfica,FALSE,TRUE,0,0,0,1,0,6,6,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,0,FALSE
4354,1,Benfica,TRUE,FALSE,0,0,0,1,0,7,7,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,24,FALSE
4353,34,Hub 3,FALSE,TRUE,0,0,0,34,0,231,7,0,0,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,3,FALSE
4349,8,Benfica,FALSE,TRUE,0,0,0,8,0,50,6,0,0,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,8,FALSE
4345,40,Benfica,FALSE,TRUE,0,0,0,47,0,353,9,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,16,FALSE
4344,43,Benfica,FALSE,TRUE,0,0,0,43,0,0,0,343,8,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,10,FALSE
4340,36,Benfica,TRUE,FALSE,0,0,0,36,1,265,7,0,0,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,3,FALSE
4335,4,Benfica,TRUE,TRUE,0,0,0,6,0,45,11,4,1,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,15,FALSE
4333,5,Hub 3,FALSE,TRUE,0,0,1,5,1,36,7,2,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,28,FALSE
4330,6,Benfica,FALSE,TRUE,0,0,0,10,1,75,13,3,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,4,FALSE
4329,9,Hub 3,FALSE,TRUE,0,0,0,9,2,69,8,3,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,4,FALSE
4324,21,Hub 3,TRUE,TRUE,0,18,1,21,1,127,6,44,2,TRUE,en,TRUE,TRUE,FALSE,M,4,FALSE,2,FALSE
4304,18,Benfica,FALSE,TRUE,10,72,17,19,53,270,15,270,15,TRUE,en,FALSE,FALSE,TRUE,M,,FALSE,16,FALSE
4301,2,Benfica,FALSE,TRUE,0,0,0,2,0,18,9,0,0,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4294,20,Benfica,TRUE,TRUE,0,27,0,29,9,181,9,53,3,FALSE,pt,FALSE,TRUE,FALSE,M,,FALSE,2,FALSE
4290,9,Hub 3,FALSE,TRUE,0,1,0,9,0,52,6,8,1,FALSE,pt,FALSE,TRUE,FALSE,M,4,FALSE,4,FALSE
4287,64,Benfica,FALSE,TRUE,0,93,0,93,2,695,11,691,11,FALSE,pt,FALSE,FALSE,TRUE,M,,FALSE,4,FALSE
4276,14,Benfica,FALSE,TRUE,1,0,0,14,3,120,9,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,4,FALSE,16,FALSE
4272,5,Hub 3,FALSE,TRUE,0,0,0,5,0,39,8,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,5,FALSE,24,FALSE
4268,36,Benfica,FALSE,TRUE,6,9,0,37,17,269,7,321,9,TRUE,pt,FALSE,TRUE,FALSE,M,5,FALSE,2,FALSE
4266,7,Benfica,TRUE,TRUE,0,4,0,19,0,131,19,10,1,FALSE,pt,FALSE,TRUE,FALSE,M,,FALSE,17,FALSE
4258,2,Benfica,FALSE,TRUE,0,0,0,4,3,36,18,2,1,TRUE,pt,TRUE,FALSE,FALSE,M,5,FALSE,8,FALSE
4255,30,Benfica,FALSE,TRUE,0,0,0,67,2,428,14,319,11,TRUE,pt,TRUE,FALSE,FALSE,M,5,FALSE,8,FALSE
4244,39,Hub 3,FALSE,TRUE,0,0,51,45,78,535,14,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4242,37,Hub 3,FALSE,TRUE,0,35,2,40,8,261,7,66,2,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,3,FALSE
4240,43,Hub 3,FALSE,TRUE,0,0,41,43,41,438,10,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,2,FALSE
4238,16,Hub 3,FALSE,TRUE,0,0,2,17,2,114,7,119,7,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,1,FALSE
4237,8,Hub 3,FALSE,TRUE,0,8,0,8,0,59,7,24,3,FALSE,en,FALSE,FALSE,TRUE,M,5,FALSE,17,FALSE
4235,5,Benfica,FALSE,TRUE,0,0,0,6,0,44,9,0,0,TRUE,pt,FALSE,FALSE,FALSE,M,,FALSE,28,FALSE
4226,14,Benfica,FALSE,TRUE,0,0,13,14,13,129,9,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,29,FALSE
4219,7,Benfica,FALSE,TRUE,1,0,0,12,2,93,13,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,11,FALSE
4216,6,Benfica,TRUE,TRUE,0,0,0,6,1,45,8,7,1,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,16,FALSE
4208,24,Benfica,FALSE,TRUE,0,0,2,25,5,205,9,1,0,FALSE,pt,FALSE,FALSE,FALSE,M,5,FALSE,18,FALSE
4206,19,Benfica,FALSE,TRUE,3,0,0,20,8,164,9,1,0,FALSE,en,FALSE,FALSE,FALSE,M,,FALSE,8,FALSE
4203,15,Hub 3,FALSE,TRUE,0,0,0,15,0,99,7,10,1,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,3,FALSE
4202,5,Benfica,FALSE,TRUE,0,0,2,8,7,74,15,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,30,FALSE
4201,7,Hub 3,FALSE,TRUE,0,0,0,7,0,46,7,5,1,TRUE,pt,TRUE,FALSE,FALSE,M,5,FALSE,1,FALSE
4200,5,Benfica,FALSE,TRUE,0,0,0,7,0,48,10,6,1,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,9,FALSE
4197,4,Benfica,TRUE,TRUE,1,3,1,4,2,31,8,6,2,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,29,FALSE
4183,5,Hub 3,TRUE,TRUE,0,0,0,5,0,37,7,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,1,FALSE,22,FALSE
4172,2,Hub 3,TRUE,TRUE,0,0,0,3,0,17,9,3,2,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,3,FALSE
4154,3,Benfica,TRUE,FALSE,0,0,0,5,1,37,12,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,22,FALSE
4145,1,Hub 3,FALSE,TRUE,0,0,0,1,0,6,6,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,30,FALSE
4142,21,Benfica,TRUE,TRUE,0,0,0,45,1,323,15,353,17,TRUE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
4140,24,Benfica,TRUE,TRUE,0,0,0,23,9,182,8,0,0,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,4,FALSE
4136,8,Benfica,TRUE,TRUE,0,0,1,10,2,81,10,0,0,TRUE,en,FALSE,FALSE,FALSE,M,,FALSE,17,FALSE
4134,59,Hub 3,FALSE,TRUE,1,40,0,60,51,448,8,584,10,TRUE,pt,TRUE,TRUE,FALSE,M,,FALSE,2,FALSE
4133,3,Hub 3,FALSE,TRUE,0,0,0,3,1,16,5,7,2,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,9,FALSE
4127,42,Benfica,FALSE,TRUE,0,0,37,47,37,391,9,48,1,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,4,FALSE
4123,59,Benfica,FALSE,TRUE,0,0,0,59,0,391,7,428,7,TRUE,pt,TRUE,FALSE,FALSE,M,,FALSE,-7,FALSE
4121,3,Benfica,TRUE,FALSE,0,0,0,12,0,83,28,6,2,TRUE,pt,TRUE,FALSE,FALSE,M,2,FALSE,11,FALSE
4111,20,Benfica,FALSE,TRUE,0,0,0,27,2,184,9,204,10,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,21,FALSE
4094,9,Benfica,TRUE,TRUE,7,0,9,9,36,132,15,4,0,TRUE,en,TRUE,FALSE,FALSE,M,,FALSE,16,FALSE
4091,37,Hub 3,TRUE,TRUE,0,32,0,45,2,273,7,58,2,FALSE,en,FALSE,TRUE,FALSE,M,,FALSE,2,FALSE
4088,25,Benfica,TRUE,TRUE,2,0,0,47,5,347,14,1,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,0,FALSE
4087,5,Hub 3,TRUE,FALSE,0,0,0,4,2,27,5,26,5,TRUE,pt,FALSE,FALSE,FALSE,M,,FALSE,10,FALSE
4082,41,Benfica,FALSE,TRUE,0,0,0,41,32,319,8,0,0,FALSE,pt,FALSE,FALSE,FALSE,M,,FALSE,4,FALSE
4078,30,Benfica,TRUE,TRUE,0,28,0,32,7,210,7,83,3,FALSE,pt,TRUE,TRUE,FALSE,M,,FALSE,3,FALSE
4072,34,Hub 3,FALSE,TRUE,4,0,0,55,8,411,12,0,0,TRUE,pt,FALSE,FALSE,FALSE,M,,FALSE,1,FALSE
